NO,KDSKPD,NMSKPD,KDSUBUNIT,NMSUBUNIT,KDKEGIATAN,NMKEGIATAN,KDSUBKEGIATAN,NMSUBKEGIATAN,KDREK,NMREK,PAGU,SUMBERDANA
6497,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,6252000,Pendapatan Asli Daerah (PAD)
6498,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,83039336,Dana Bagi Hasil (DBH)
6499,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.03.1.02,Koordinasi Perencanaan Bidang Perekonomian Dan Sda (Sumber Daya Alam),5.01.03.1.02.0001,"Koordinasi Penyusunan Dokumen Perencanaan Pembangunan Daerah Bidang Perekonomian (Rpjpd, Rpjmd Dan Rkpd)",5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,15750000,Pendapatan Asli Daerah (PAD)
6500,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0011,UPT Wil. XI Sigi,5.02.01.1.06,Administrasi Umum Perangkat Daerah,5.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,10995250,Dana Bagi Hasil (DBH)
6501,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.03.1.02,Koordinasi Perencanaan Bidang Perekonomian Dan Sda (Sumber Daya Alam),5.01.03.1.02.0008,Koordinasi Pelaksanaan Sinergitas Dan Harmonisasi Perencanaan Pembangunan Daerah Bidang Sda,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,97790000,Pendapatan Asli Daerah (PAD)
6502,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.02.1.01,Penyusunan Perencanaan Dan Pendanaan,5.01.02.1.01.0005,Pelaksanaan Musrenbang Provinsi,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,9180000,Pendapatan Asli Daerah (PAD)
6503,5.03.0.00.0.00.01.0000,Badan Kepegawaian Daerah Provinsi Sulawesi Tengah,5.03.0.00.0.00.01.0000,Badan Kepegawaian Daerah Provinsi Sulawesi Tengah,5.03.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.03.01.1.07.0006,Pengadaan Peralatan Dan Mesin Lainnya,5.2.02.06.001.00002,Belanja Modal Peralatan Studio Video dan Film,24928600,Pendapatan Asli Daerah (PAD)
6504,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.01.1.02,Administrasi Keuangan Perangkat Daerah,5.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.02.02.001.00088,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan operator layanan operasional,434700000,Pendapatan Asli Daerah (PAD)
6505,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.01.1.02,Administrasi Keuangan Perangkat Daerah,5.02.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.02.003.00001,Tambahan Penghasilan berdasarkan Kondisi Kerja PNS,49700000,Pendapatan Asli Daerah (PAD)
6506,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0010,UPT Wil. X Donggala,5.02.01.1.06,Administrasi Umum Perangkat Daerah,5.02.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,30278361,Dana Bagi Hasil (DBH)
6507,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0008,UPT Wil. VIII Buol,5.02.04.1.01,Kegiatan Pengelolaan Pendapatan Daerah,5.02.04.1.01.0005,Pendataan Dan Pendaftaran Objek Pajak Daerah,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,15000000,Pendapatan Asli Daerah (PAD)
6508,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.02.1.02,Analisis Data Dan Informasi Pemerintahan Daerah Bidang Perencanaan Pembangunan Daerah,5.01.02.1.02.0001,Analisis Data Dan Informasi Perencanaan Pembangunan Daerah,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,5500000,Pendapatan Asli Daerah (PAD)
6509,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.04.1.01,Kegiatan Pengelolaan Pendapatan Daerah,5.02.04.1.01.0006,"Pengolahan, Pemeliharaan, Dan Pelaporan Basis Data Pajak Daerah",5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,223572000,Pendapatan Asli Daerah (PAD)
6510,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.04.01.1.09.0001,"Penyediaan Jasa Pemeliharaan, Biaya Pemeliharaan Dan Pajak Kendaraan Perorangan Dinas Atau Kendaraan Dinas Jabatan",5.1.02.02.001.00067,"Belanja Pembayaran Pajak, Bea, dan Perizinan",20000000,Dana Alokasi Umum (DAU)
6511,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.01.1.02,Administrasi Keuangan Perangkat Daerah,5.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.007.00001,Belanja Tunjangan PPh/Tunjangan Khusus PNS,309115521.06,Pendapatan Asli Daerah (PAD)
6512,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.03.1.01,"Penelitian, Pengembangan, Pengkajian, dan Penerapan",5.05.03.1.01.0001,"Fasilitasi dan pembinaan pelaksanaan penelitian, pengembangan, pengkajian, dan penerapan",5.1.02.05.001.00002,Belanja Penghargaan atas Suatu Prestasi,27000000,Dana Alokasi Umum (DAU)
6513,5.03.0.00.0.00.01.0000,Badan Kepegawaian Daerah Provinsi Sulawesi Tengah,5.03.0.00.0.00.01.0001,UPT Penilaian Kompetensi Pegawai,5.03.02.1.03,Pengembangan Kompetensi Asn,5.03.02.1.03.0002,Pengelolaan Assessment Center,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,9074000,Pendapatan Asli Daerah (PAD)
6514,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.01.1.02,Administrasi Keuangan Perangkat Daerah,5.07.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.007.00001,Belanja Tunjangan PPh/Tunjangan Khusus PNS,59310440.47,Pendapatan Asli Daerah (PAD)
6515,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.05.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.03.002.00406,Belanja Pemeliharaan Komputer-Komputer Unit-Komputer Unit Lainnya,4140000,Dana Alokasi Umum (DAU)
6516,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.01.1.02,Administrasi Keuangan Perangkat Daerah,5.02.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.008.00001,Belanja Pembulatan Gaji PNS,116802.55,Dana Alokasi Umum (DAU)
6517,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.04,Koordinasi Dan Pelaksanaan Akuntansi Dan Pelaporan Keuangan Daerah,5.02.02.1.04.0002,"Rekonsiliasi Dan Verifikasi Aset, Kewajiban, Ekuitas, Pendapatan, Belanja, Pembiayaan, Pendapatan-Lo, Dan Beban",5.1.02.04.001.00003,Belanja Perjalanan Dinas Dalam Kota,72000000,Dana Alokasi Umum (DAU)
6518,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0010,UPT Wil. X Donggala,5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,15630000,Dana Bagi Hasil (DBH)
6519,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0005,UPT Wil. V Banggai,5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00063,Belanja Kawat/Faksimili/Internet/TV Berlangganan,11160000,Dana Bagi Hasil (DBH)
6520,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.05,Penunjang Urusan Kewenangan Pengelolaan Keuangan Daerah,5.02.02.1.05.0008,Analisis Perencanaan Dan Penyaluran Bantuan Keuangan,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,99532000,Pendapatan Asli Daerah (PAD)
6521,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.03.1.01,Pengelolaan Barang Milik Daerah,5.02.03.1.01.0012,Penyusunan Laporan Barang Milik Daerah,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,46659000,Pendapatan Asli Daerah (PAD)
6522,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.03.1.02,Koordinasi Perencanaan Bidang Perekonomian Dan Sda (Sumber Daya Alam),5.01.03.1.02.0008,Koordinasi Pelaksanaan Sinergitas Dan Harmonisasi Perencanaan Pembangunan Daerah Bidang Sda,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,4000000,Pendapatan Asli Daerah (PAD)
6523,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.01.1.02,Administrasi Keuangan Perangkat Daerah,5.04.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00002,Belanja Tunjangan Fungsional Umum PPPK,35773584.6698,Pendapatan Asli Daerah (PAD)
6524,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.01.1.02,Administrasi Keuangan Perangkat Daerah,5.04.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.005.00002,Belanja Tunjangan Fungsional Umum PPPK,10385879.4203,Dana Bagi Hasil (DBH)
6525,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0013,UPT XIII. Banggai Laut,5.02.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.02.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.03.002.00121,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pendingin,2440000,Dana Bagi Hasil (DBH)
6526,5.03.0.00.0.00.01.0000,Badan Kepegawaian Daerah Provinsi Sulawesi Tengah,5.03.0.00.0.00.01.0000,Badan Kepegawaian Daerah Provinsi Sulawesi Tengah,5.03.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.03.01.1.09.0006,Pemeliharaan Peralatan Dan Mesin Lainnya,5.1.02.03.002.00121,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pendingin,30500000,Pendapatan Asli Daerah (PAD)
6527,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0011,UPT Wil. XI Sigi,5.02.04.1.01,Kegiatan Pengelolaan Pendapatan Daerah,5.02.04.1.01.0003,Penyuluhan Dan Penyebarluasan Kebijakan Pajak Daerah,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,29500000,Pendapatan Asli Daerah (PAD)
6528,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.0.00.0.00.01.0000,Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Sulawesi Tengah,5.04.02.1.02,"Sertifikasi, Kelembagaan, Pengembangan Kompetensi Manajerial Dan Fungsional",5.04.02.1.02.0007,"Penyelenggaraan Pengembangan Kompetensi Bagi Pimpinan Daerah, Jabatan Pimpinan Tinggi, Jabatan Fungsional, Kepemimpinan, Dan Prajabatan",5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,9900000,Pendapatan Asli Daerah (PAD)
6529,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0006,UPT Wil. VI Banggai Kepulauan,5.02.04.1.01,Kegiatan Pengelolaan Pendapatan Daerah,5.02.04.1.01.0005,Pendataan Dan Pendaftaran Objek Pajak Daerah,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,44193555,Pendapatan Asli Daerah (PAD)
6530,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.03.1.02,Koordinasi Perencanaan Bidang Perekonomian Dan Sda (Sumber Daya Alam),5.01.03.1.02.0002,Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Perekonomian,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,3450000,Pendapatan Asli Daerah (PAD)
6531,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.01.1.06,Administrasi Umum Perangkat Daerah,5.01.01.1.06.0002,Penyediaan Peralatan Dan Perlengkapan Kantor,5.1.02.01.001.00036,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,12901156,Dana Bagi Hasil (DBH)
6532,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.01.1.02,Administrasi Keuangan Perangkat Daerah,5.02.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.007.00001,Belanja Tunjangan PPh/Tunjangan Khusus PNS,728389456.14,Pendapatan Asli Daerah (PAD)
6533,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.04,Koordinasi Dan Pelaksanaan Akuntansi Dan Pelaporan Keuangan Daerah,5.02.02.1.04.0005,Koordinasi Dan Penyusunan Rancangan Peraturan Daerah Tentang Pertanggungjawaban Pelaksanaan Apbd Provinsi Dan Rancangan Peraturan Kepala Daerah Tentang Penjabaran Pertanggungjawaban Pelaksanaan Apbd Provinsi,5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,40018500,Pendapatan Asli Daerah (PAD)
6534,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.04,Koordinasi Dan Pelaksanaan Akuntansi Dan Pelaporan Keuangan Daerah,5.02.02.1.04.0010,Penyusunan Sistem Dan Prosedur Akuntansi Dan Pelaporan Keuangan Pemerintah Daerah,5.1.02.02.001.00004,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan,36000000,Pendapatan Asli Daerah (PAD)
6535,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.03,Koordinasi Dan Pengelolaan Perbendaharaan Daerah,5.02.02.1.03.0003,"Penyiapan, Pelaksanaan Pengendalian Dan Penerbitan Anggaran Kas Dan Spd",5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,46115820,Dana Alokasi Umum (DAU)
6536,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.03.1.02,Invensi dan Inovasi,5.05.03.1.02.0004,"Bimbingan teknis dan supervisi, kerja sama, serta kemitraan invensi dan inovasi",5.1.02.02.001.00029,Belanja Jasa Tenaga Ahli,400000,Pendapatan Asli Daerah (PAD)
6537,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.03.1.01,Pengelolaan Barang Milik Daerah,5.02.03.1.01.0011,Rekonsiliasi Dalam Rangka Penyusunan Laporan Barang Milik Daerah,5.1.02.01.001.00026,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,31854000,Pendapatan Asli Daerah (PAD)
6538,5.02.0.00.0.00.01.0000,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.01.0009,UPT Wil. IX Tojo Una-Una,5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.02.001.00064,Belanja Paket/Pengiriman,360000,Dana Bagi Hasil (DBH)
6539,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.07.01.1.08.0004,Penyediaan Jasa Pelayanan Umum Kantor,5.1.02.01.001.00053,Belanja Makanan dan Minuman Jamuan Tamu,6200000,Dana Bagi Hasil (DBH)
6540,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.02.1.01,Penyusunan Perencanaan Dan Pendanaan,5.01.02.1.01.0003,Pelaksanaan Konsultasi Publik,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,500000,Pendapatan Asli Daerah (PAD)
6541,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.01.1.02,Administrasi Keuangan Perangkat Daerah,5.02.01.1.02.0003,Pelaksanaan Penatausahaan Dan Pengujian/Verifikasi Keuangan Skpd,5.1.02.02.001.00004,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan,11000000,Pendapatan Asli Daerah (PAD)
6542,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.04,Koordinasi Dan Pelaksanaan Akuntansi Dan Pelaporan Keuangan Daerah,5.02.02.1.04.0012,Pembinaan Pengelolaan Keuangan Blud Provinsi,5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",9100000,Pendapatan Asli Daerah (PAD)
6543,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.01.1.01,"Perencanaan, Penganggaran, Dan Evaluasi Kinerja Perangkat Daerah",5.01.01.1.01.0004,Koordinasi Dan Penyusunan Dpa-Skpd,5.1.02.01.001.00052,Belanja Makanan dan Minuman Rapat,2750000,Pendapatan Asli Daerah (PAD)
6544,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.02.1.01,Pelaksanaan Pelayanan Penghubung,5.07.02.1.01.0001,Peningkatan Kualitas Pelayanan Publik Bagi Aparatur Dan Masyarakat,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,16984000,Pendapatan Asli Daerah (PAD)
6545,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.01.1.02,Administrasi Keuangan Perangkat Daerah,5.01.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.004.00001,Belanja Tunjangan Fungsional PNS,263000000.79,Pendapatan Asli Daerah (PAD)
6546,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.0.00.0.00.01.0000,Badan Riset dan Inovasi Daerah Provinsi Sulawesi Tengah,5.05.03.1.02,Invensi dan Inovasi,5.05.03.1.02.0004,"Bimbingan teknis dan supervisi, kerja sama, serta kemitraan invensi dan inovasi",5.1.02.01.001.00027,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos,170000,Dana Alokasi Umum (DAU)
6547,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.0.00.0.00.01.0000,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,5.01.03.1.03,Koordinasi Perencanaan Bidang Infrastruktur Dan Kewilayahan,5.01.03.1.03.0002,Asistensi Penyusunan Dokumen Perencanaan Pembangunan Perangkat Daerah Bidang Infrastruktur,5.1.02.01.001.00024,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,14388125,Pendapatan Asli Daerah (PAD)
6548,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.0.00.0.00.01.0000,Badan Penghubung Provinsi Sulawesi Tengah,5.07.01.1.02,Administrasi Keuangan Perangkat Daerah,5.07.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.004.00001,Belanja Tunjangan Fungsional PNS,105329662.14,Pendapatan Asli Daerah (PAD)
6549,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.02.1.04,Koordinasi Dan Pelaksanaan Akuntansi Dan Pelaporan Keuangan Daerah,5.02.02.1.04.0012,Pembinaan Pengelolaan Keuangan Blud Provinsi,5.1.02.04.001.00003,Belanja Perjalanan Dinas Dalam Kota,5250000,Dana Alokasi Umum (DAU)
6550,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.0.00.0.00.02.0000,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,5.02.01.1.06,Administrasi Umum Perangkat Daerah,5.02.01.1.06.0001,Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor,5.1.02.01.001.00031,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,45023238,Dana Bagi Hasil (DBH)
